"","Text","Retweets","Favorited"
"704","What the fuck was that skittles commercial","0","FALSE"
"705","this looks like a commercial for chronic masturbators","0","FALSE"
"706","Skittles commercial tho <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"707","Can't wait to watch this Camry commercial 97 more times. #sb49","0","FALSE"
"708","What the hell type of commercial was that","0","FALSE"
"709","Wonder what the ratio of football to commercial was for that first quarter.","0","FALSE"
"710","RT @msmon: My favorite commercial so far? THE EMERGENCY ALERT that interrupted the game. Oh wait ... #SuperBowl2015","2","FALSE"
"711","THE SKITTLES COMMERCIAL","0","FALSE"
"712","That skittles commercial OC Lls","2","FALSE"
"713","Loved the ocean commercial!","0","FALSE"
"714","that skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"715","Infatuated with the cruise line commercial","0","FALSE"
"716","Why isn't Lynch in the skittles commercial?","0","FALSE"
"717","What is this commercial bruh","0","FALSE"
"718","LOL THIS COMMERCIAL","0","FALSE"
"719","RT @Faux_Gruden: A Brady Bunch commercial following a Tom Brady interception. Wow. If there's a Willson commercial after this drive then my…","1135","FALSE"
"720","That skittles commercial. What the hell","0","FALSE"
"721","This is a chronic masturbation commercial","0","FALSE"
"722","The skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"723","RT @AppPowerGroup: Newcastle Super Bowl commercial 2015: A product-placement frenzy http://t.co/kep2z24vpO
#Superbowl
#SuperBowlSunday
#SB49","1042","FALSE"
"724","i think this carnival cruise commercial is trying to get people to start worshipping the drowned god","0","FALSE"
"725","RT @AppPowerGroup: Newcastle Super Bowl commercial 2015: A product-placement frenzy http://t.co/kep2z24vpO
#Superbowl
#SuperBowlSunday
#SB49","1042","FALSE"
"726","That Brady bunch commercial earlier was on point lolol <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #SuperBowlSunday #SuperBowlXLIX","0","FALSE"
"727","#spoileralert theres gonna be a sappy budweiser commercial here at some point lol","0","FALSE"
"728","Lmao tf this skittles commercial","0","FALSE"
"729","God, that Carnival commercial was boring.","0","FALSE"
"730","They made a yellow skittles commercial...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>","0","FALSE"
"731","That commercial told me I'm secretly a mermaid..#SuperBowl","0","FALSE"
"732","Finally a funny commercial","0","FALSE"
"733","Wow I really like the carnival commercial","0","FALSE"
"734","Skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"735","Stupid ass Skittles commercial..","0","FALSE"
"736","wtf that skittles commercial","0","FALSE"
"737","Thought Marshawn was about to pop up in this skittles commercial lmao","1","FALSE"
"738","Ok skittles that commercial was horrible","0","FALSE"
"739","Man that skittles commercial was wrong.","0","FALSE"
"740","Great Snickers commercial!","0","FALSE"
"741","That ocean commercial made me miss the beach wow","0","FALSE"
"742","LOL at this skittles commercial. they all have one huge arm.","0","FALSE"
"743","Skittle commercial is dominant","0","FALSE"
"744","Finally a decent commercial. #Skittles","0","FALSE"
"745","Carnival Cruises blatantly ripping off the Dodge Ram ""God Made a Farmer"" commercial from two years back.","0","FALSE"
"746","The Skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"747","RT @alisonwebb14: Minion commercial wins","2","FALSE"
"748","""Who's the video game boob girl?"" - my Mom watching the Game of War commercial","0","FALSE"
"749","Mountain Dew commercial has been the best one so far","0","FALSE"
"750","That's kaylahs commercial","0","FALSE"
"751","I liked that Mayor Quimby commercial.","0","FALSE"
"752","RT @SklarBrothers: My only takeaway from the BMW I3 commercial is that in 21 years Allison hasn't advanced at all. #Super Bowl","67","FALSE"
"753","Skittles....that's a fucked up commercial","0","FALSE"
"754","Skittles commercial lmao","0","FALSE"
"755","RT @AppPowerGroup: Newcastle Super Bowl commercial 2015: A product-placement frenzy http://t.co/kep2z24vpO
#Superbowl
#SuperBowlSunday
#SB49","1042","FALSE"
"756","RT @jeffisrael25: This Carnival Cruise commercial could only be 30 seconds long because everyone starts getting the norovirus around :32 in","7","FALSE"
"757","RT @ryeisenberg: Glad @Snickers tossed the sexist catcalling ad in favor of the Danny Trejo/Steve Buscemi #BradyBunch one http://t.co/md2Rn…","25","FALSE"
"758","That Carnival cruise ship commercial rn  #OnPoint","0","FALSE"
"759","I like this Carnival Cruise Line commercial.","0","FALSE"
"760","Best commercial so far","0","FALSE"
"761","Wtf this weird ass meat beat commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"762","That commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"763","Wtf this commercial why all these wiggas cocky lmao","0","FALSE"
"764","RT @theScore: VIDEO: Chevy gave everyone a heart attack with their Super Bowl commercial. Ugh, well played. http://t.co/nUbnZR3dPa http://t…","75","FALSE"
"765","Skittles commercial is disturbing... #SB49","0","FALSE"
"766","Skittle commercial outta pocket <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"767","Everyone brolic in that commercial","0","FALSE"
"768","RT @OBEYEDMENDES: Skittles commercial was weird","5","FALSE"
"769","I've seen the Budweiser commercial and honestly I laughed a little. I mean it's still cute. Just weird.","0","FALSE"
"770","ahaha skittle commercial","3","FALSE"
"771","That commercial was deep... And they want me to take a cruise?","0","FALSE"
"772","This skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> niggas arm big af","5","FALSE"
"773","@Swagggy_Kay we have universal health care but we can't see the new Carls Jr commercial with half naked women","0","FALSE"
"774","@tweetjhood What did you think a out the #Lohan #commercial #SuperBowI <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"775","Snickers commercial was the only one that was remotely funny","0","FALSE"
"776","THAT SKITTLE'S COMMERCIAL","0","FALSE"
"777","Haha this Carnival commercial. You guys trying to Herman Melville it up but the stories end about the same way #SuperBowI","0","FALSE"
"778","everyone in that skittles commercial jerks off too much","2","FALSE"
"779","Everyone in this skittles commercial got that quagmire porn arm.","7","FALSE"
"780","RT @FillWerrell: Greatest Super Bowl Commercial ever #BestBuds 
https://t.co/RWOaMNIC2E","3086","FALSE"
"781","That Carnival commercial was fucking epic, good job @CarnivalCruise","0","FALSE"
"782","Carnival commercial was wack. So boring and not attention grasping. #SuperBowlADs #SuperBowlCommercials","1","FALSE"
"783","This commercial tho <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"784","#Carnival tried it with that commercial. Try to clean up their rep eh <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>","0","FALSE"
"785","This skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"786","Any commercial with JFK quoting science is okay by me. #Carnival","1","FALSE"
"787","is this carnival commercial supposed to make us feel about about all those ships being stranded at sea? telling us thats where we came from","1","FALSE"
"788","“@2realmacdatfee: If your commercial ain't funny Gtf off the Super Bowl man”","0","FALSE"
"789","RT @5SOSUpdatesGR: https://t.co/na8Lv644uU 5sos cover of WILABY before a commercial break on the Super Bowl -Ali","19","FALSE"
"790","Thought that @Skittles commercial was about jacking off","0","FALSE"
"791","#TomBrady interception followed immediately by Brady Bunch #Snickers commercial??? #SuperBowl #Suspicious","0","FALSE"
"792","STOP TORTURING ME, CRUISE COMMERCIAL!","0","FALSE"
"793","I was feeling that jfk commercial","0","FALSE"
"794","THIS COMMERCIAL HAHAHA","0","FALSE"
"795","Weird skittles commercial...","1","FALSE"
"796","Best commercial of the first quarter goes to Snickers Brady Bunch commercial with Danny Trejo","0","FALSE"
"797","RT @BleacherReport: VIDEO: Bryant Gumbel to Katie Couric in BMW’s new #SB49 commercial: ""Can you twerk?” http://t.co/4Yspub8N95 http://t.co…","452","FALSE"
"798","RT @CincySporting: NBC paid $10 million for the 2014 rights to air MLS matches. They get $4.5 million for one 30-second Super Bowl commerci…","31","FALSE"
"799","Very cool @CarnivalPLC commercial.  Nicely done!  #SuperBowI","0","FALSE"
"800","that commercial lol <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"801","Look at this masturbation commercial. We all know why one arm is bigger and stronger bro.","0","FALSE"
"802","RT @hesalmghty: yo superbowl commercials imma let you finish but the one direction pepsi commercial was the best superbowl commercial of al…","779","FALSE"
"803","RT @BleacherReport: VIDEO: Bryant Gumbel to Katie Couric in BMW’s new #SB49 commercial: ""Can you twerk?” http://t.co/4Yspub8N95 http://t.co…","452","FALSE"
"804","RT @HavesHaveNot: LOL at the @SNICKERS commercial. Marcia, Marcia, Marcia  #SuperBowl","2","FALSE"
"805","Lmao wtf skittles commercial","0","FALSE"
"806","that Carnival commercial made me miss Florida but no way in hell i'd ever go on a Carnival Cruise","0","FALSE"
"807","Idc that Carnival Cruise commercial was sick.","0","FALSE"
"808","Carnival commercial wins worst of the night.","0","FALSE"
"809","RT @hesalmghty: yo superbowl commercials imma let you finish but the one direction pepsi commercial was the best superbowl commercial of al…","779","FALSE"
"810","That Carnival commercial featuring JFK was on point","0","FALSE"
"811","Throwdown 'bout to happen in this #skittles  commercial.","0","FALSE"
"812","I thought that Skittles commercial was an ad for pornhub....","0","FALSE"
"813","Lmao mad pajeros in that skittles commercial","0","FALSE"
"814","This commercial<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"815","this skittle commercial doe","0","FALSE"
"816","What's gonna be your fav commercial though ?","0","FALSE"
"817","The minion commercial was 
adorable <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"818","So Far the Commercial are the Best Part of the  #SuperBowl #SuperBowlXLIX","0","FALSE"
"819","That was a pro evolution commercial","0","FALSE"
"820","what a commercial lmfaoooo","0","FALSE"
"821","RT @joshua_godinez: That commercial just got my ass bro fr","6","FALSE"
"822","That @CarnivalCruise commercial tried way too hard....","0","FALSE"
"823","RT @IamEnidColeslaw: a good Super Bowl commercial should make you want to eat, laugh, cry and cum all at the same time","193","FALSE"
"824","RT @Faux_Gruden: A Brady Bunch commercial following a Tom Brady interception. Wow. If there's a Willson commercial after this drive then my…","1135","FALSE"
"825","This commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"826","That commercial just made me want to go to Norway @CarnivalPLC #bringmetonorway","0","FALSE"
"827","The more luxurious the brand, the smaller the commercial's font. #SB49","0","FALSE"
"828","That skittles commercial tho<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","4","FALSE"
"829","LMAO THAT COMMERCIAL WINS.","2","FALSE"
"830","RT @MrRondeezy: Damn Chevy commercial made me think my tv went out!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #SuperBowI","403","FALSE"
"831","This commercial must be about masturbation. Oh! Never mind. Skittles.","0","FALSE"
"832","Carnival commercial feels like a direct rip from the ""So God made a farmer"" @chevy commercial #BrandBowl","0","FALSE"
"833","Now this commercial is funny","0","FALSE"
"834","Awesome Carnival Cruise commercial! #backtothesea","0","FALSE"
"835","That was the most depressing commercial about going on a cruise ever.","0","FALSE"
"836","Good commercial #1","0","FALSE"
"837","That carnival ocean speech commercial was so deep like damn <ed><U+00A0><U+00BD><ed><U+00B8><U+00AF>","0","FALSE"
"838","What the fuck was the skittles commercial","0","FALSE"
"839","That @CarnivalCruise commercial got me sooooo excited for Spring Break .... <ed><U+00A0><U+00BC><ed><U+00BF><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+0080>","0","FALSE"
"840","Did not like Carnival using JFK's speech for that commercial. Nope.","0","FALSE"
"841","RT @Levi_head2: I haven't seen not one funny commercial.","1","FALSE"
"842","That Skittles commercial though","1","FALSE"
"843","@CarnivalCruise way to make some waves! Great commercial. #evolution","0","FALSE"
"844","That skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"845","That skittles commercial..","2","FALSE"
"846","Skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2","FALSE"
"847","Love the come back to the sea commercial","0","FALSE"
"848","Okay, that @CarnivalCruise commercial made us want to book a @StyleHaul cruise. Imagine how fashionable that boat would be. #HaulTheBall","4","FALSE"
"849","@KrisKling #SuperBowl no I don't think they've aired all the commercial; I'm it it this year for the commercials","0","FALSE"
"850","That commercial everybody beat they meat","0","FALSE"
"851","Is this a masturbation commercial or a skittles commercial?","0","FALSE"
"852","RT @cityburnstyles: THE BOYS PEPSI SUPER BOWL COMMERCIAL WAS THE BEST COMMERCIAL THAT EVER HAPPENED ON TV TBH DONT FIGHT ME ON THIS 

http:…","2367","FALSE"
"853","The skittles commercial<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"854","@js_mack @SNICKERS I agree, that was a funny commercial! :) #SB49SMChat","0","FALSE"
"855","That was a good commercial @CarnivalPLC","0","FALSE"
"856","That last commercial that said we all came from the sea...  It's as if thousands of Fundies cried out in anger.  I love it.","0","FALSE"
"857","HAHAHA that skittle commercial wtf <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"858","This skittles commercial is the best one so far","0","FALSE"
"859","Lmfao the skittles commercial","0","FALSE"
"860","The sea commercial basically made me want to buy a yacht, find my own Jake Ballard, and live on an island #SuperBowlSunday","0","FALSE"
"861","Skittles commercial.","0","FALSE"
"862","RT @JustJared: The Jurassic World #SuperBowl commercial has us on the edge of our seat! Is it summer yet?! http://t.co/kZShHuWqcu http://t.…","94","FALSE"
"863","This commercial lol","0","FALSE"
"864","The Carnival Cruise commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>","0","FALSE"
"865","Omg I can't wait to see these memes with the strong arm skittles commercial","1","FALSE"
"866","Interesting commercial.","0","FALSE"
"867","RT @Faux_Gruden: A Brady Bunch commercial following a Tom Brady interception. Wow. If there's a Willson commercial after this drive then my…","1135","FALSE"
"868","Wtf is this commercial lmao","0","FALSE"
"869","Bruh lol that skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"870","Skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"871","Hey Carnival cruise line commercial fuck you","0","FALSE"
"872","That skittle commercial doe","0","FALSE"
"873","What type if commercial is this <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"874","""@goldietaylor: Somebody paid for this boat commercial, though...""","0","FALSE"
"875","That skittle commercial though <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"876","skittle commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>","0","FALSE"
"877","That mountain dew kickstart commercial is comedy","1","FALSE"
"878","This skittle commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","6","FALSE"
"879","That cruise ship commercial was bad.","0","FALSE"
"880","That Sea commercial was so good too bad it was for cruise lines <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>","2","FALSE"
"881","WHAT KIND OF COMMERCIAL","0","FALSE"
"882","RT @BBCSporf: FACT: A 30-second commercial during this year's Super Bowl costs $4.5m. 

That's an average of $150k per second. http://t.co/…","357","FALSE"
"883","I liked that commercial except there weren't any lefties.","0","FALSE"
"884","What is..... This skittles commercial","0","FALSE"
"885","That skittles commercial lol","0","FALSE"
"886","Thanks to that commercial.. I now want to go on a cruise.","0","FALSE"
"887","That skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"888","Definitely a big fan of that @CarnivalCruise commercial....obviously. #SuperBowlAds #SuperBowlXLIX","1","FALSE"
"889","That commercial could've been different....","0","FALSE"
"890","RT @MoneyMapes: That commercial was dope","1","FALSE"
"891","I just want another commercial to make me feel how the So God Made A Farmer commercial made me feel.","1","FALSE"
"892","I loved the beautiful Carnival Cruise commercial. But I feel the need to fact check it.","0","FALSE"
"893","That commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"894","RT @ericvdunn: How you gonna pay $3 million for your commercial and it be ass? Doritos better bring some heat this year","240","FALSE"
"895","""I watch the super bowl for the commercials."" okay well what are you laughing at bc I swear I never laughed at a Super Bowl commercial","0","FALSE"
"896","That skittles commercial though","0","FALSE"
"897","RT @JustJared: The Jurassic World #SuperBowl commercial has us on the edge of our seat! Is it summer yet?! http://t.co/kZShHuWqcu http://t.…","94","FALSE"
"898","@CarnivalCruise great commercial","0","FALSE"
"899","JFK'S VOICE ON THAT COMMERCIAL I STARTED CRYING MY BABY","0","FALSE"
"900","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> that Skittles commercial","1","FALSE"
"901","Budweiser’s Lost Dog Super Bowl Commercial 2015 – WATCH NOW! http://t.co/LGP6Qi5Q8T","0","FALSE"
"902","That skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","1","FALSE"
"903","Skittles commercial gay","1","FALSE"
"904","I wish I was on a cruise again after that commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>","0","FALSE"
"905","@MickyArison Just saw it! Love the commercial, Micky!","0","FALSE"
"906","Man, that Carnival commercial just made me feel all spiritual and peaceful and shit.","0","FALSE"
"907","I would have put money on that being a Navy commercial.","0","FALSE"
"908","The Carnival commercial was very striking. Big fan of anything that involves JFK.","0","FALSE"
"909","RT @pizzapopniall: NEVER FORGET THE BOYS PEPSI COMMERCIAL THOUGH BC THAT WAS SO IMPORTANT","93","FALSE"
"910","JFK commercial omg ily","0","FALSE"
"911","That cruise ship commercial was weak","2","FALSE"
"912","#SB49 thus commercial is creepy @Skittles ewweeees","0","FALSE"
"913","That commercial was sick","0","FALSE"
"914","#SB49 best carnivel commercial ever.","0","FALSE"
"915","This commercial got niggas geekin","0","FALSE"
"916","RT @AppPowerGroup: Newcastle Super Bowl commercial 2015: A product-placement frenzy http://t.co/kep2z24vpO
#Superbowl
#SuperBowlSunday
#SB49","1042","FALSE"
"917","@MickyArison great commercial!!","0","FALSE"
"918","Shittiest commercial goes to #Carnival <ed><U+00A0><U+00BD><ed><U+00B1><U+008E>","0","FALSE"
"919","LOl @ this skittles commercial","0","FALSE"
"920","My biology teacher Mrs. Taylor sponsored that sea commercial.","0","FALSE"
"921","Bruh wtf is this skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"922","No this commercial is so bad","0","FALSE"
"923","That carnival cruise commercial was lame #SB49","0","FALSE"
"924","How many creationists are going to freak out about that Carnival commercial?","0","FALSE"
"925","That commercial hit home.  #comebacktothesea","0","FALSE"
"926","One actually funny super bowl commercial would be great","0","FALSE"
"927","Daw wat this man sayin daw...in dat commercial showing the see ...","0","FALSE"
"928","Any commercial with JFK is gold","0","FALSE"
"929","this commercial is taking forever omfg","0","FALSE"
"930","RT @ericvdunn: How you gonna pay $3 million for your commercial and it be ass? Doritos better bring some heat this year","240","FALSE"
"931","is this commercial about masturbating or...","2","FALSE"
"932","Do yall not see the sexual reference in this skittles commercial lol .","1","FALSE"
"933","RT @5SOSUpdatesGR: https://t.co/na8Lv644uU 5sos cover of WILABY before a commercial break on the Super Bowl -Ali","19","FALSE"
"934","@hisaw13 @MrsAlisonCowart the Chevy commercial cut out purposely","0","FALSE"
"935","How the Christians gonna feel about that Carnival cruise commercial","0","FALSE"
"936","RT @LowkeyCapone_: I bet they gon have a condom commercial","3","FALSE"
"937","That jfk commercial&gt;&gt;&gt;","0","FALSE"
"938","The Super Bowl is great and all, but the Victoria's Secret commercial is really what we all want to see","0","FALSE"
"939","RT @Faux_Gruden: A Brady Bunch commercial following a Tom Brady interception. Wow. If there's a Willson commercial after this drive then my…","1135","FALSE"
"940","Are we sure that @switchfoot didn't write that carnival cruise lines commercial?","0","FALSE"
"941","THAT SKITTLES COMMERCIAL WAS FUNNY","0","FALSE"
"942","So Carnival wants you to go back to their ships. That's all that commercial was. Eh. #SB49","0","FALSE"
"943","Watch this commercial and all join together to say ""Fuck BP""! #SB49","2","FALSE"
"944","Carnivals commercial made me sad to live in a land locked state. :( I love the ocean. #SuperBowlXLIX","0","FALSE"
"945","Did someone watch obsession commercial , what the hell was that for #SuperBowl","0","FALSE"
"946","Only commercial I liked was the mtn dew one <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"947","This is what commercial-less coverage looks like. It's beautiful http://t.co/un3gkGyiMx","0","FALSE"
"948","That Brady Bunch commercial though.. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #snickers","0","FALSE"
"949","I hate boats, but hats off to Carnival for that beautiful commercial. #SuperBowl","0","FALSE"
"950","My favorite JFK quote being used for @CarnivalCruise commercial. I've seen it all. #superbowl2015","0","FALSE"
"951","RT @AppPowerGroup: Newcastle Super Bowl commercial 2015: A product-placement frenzy http://t.co/kep2z24vpO
#Superbowl
#SuperBowlSunday
#SB49","1042","FALSE"
"952","RT @nationalffa: Two years ago tonight, @RamTrucks celebrated farmers &amp; FFA members with this amazing commercial » http://t.co/DvTdyZNg0n #…","141","FALSE"
"953","SKITTLES COMMERCIAL WINS","1","FALSE"
"954","That was a weird Somali pirates commercial. #SuperBowlXLIX","0","FALSE"
"955","#SNICKERS gets best commercial. #stevebuscemi at Greg Brady....","0","FALSE"
"956","God that Carnival commercial. Can't wait for May #SuperBowl","0","FALSE"
"957","RT @Dpprincecharmin: “@UFollowDisBITCH: That Commercial Jus Made Me Want A Snicker <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>”well if you hungry why wait","1","FALSE"
"958","RT @DocInRealLife: I'm watching the the Super Bowl, when my TV goes skittering out! WHAT CHAOS! It's just a commercial WHAT MARKETING BY CH…","204","FALSE"
"959","I do not care for Carnival cruises using JFK in their commercial. Is nothing sacred?","0","FALSE"
"960","What is this skittles commercial","0","FALSE"
"961","Was that just a Kennedy speech being used for a Carnival Cruise commercial?? I quit.","0","FALSE"
"962","Skittles commercial about people who masterbate too much?","2","FALSE"
"963","carnival commercial made me wanna slit my wrists. Going on and on about salt","0","FALSE"
"964","Nice commercial, but I still choose @DisneyCruise over @CarnivalCruise #SuperBowlAds","0","FALSE"
"965","@CarnivalPLC @CarnivalCruise Great commercial, very elegant... can't wait until our 4th Carnival cruise coming in 2016!","0","FALSE"
"966","Carnival boring ass commercial","0","FALSE"
"967","Well, that Carnival Commercial is going to piss off the no book readin' republicans. #SB49","0","FALSE"
"968","@howardkremer you have to love the Come Back to Sea commercial.","0","FALSE"
"969","That was a boring commercial","0","FALSE"
"970","Love this #CARNIVAL commercial! So well spoken! Rest a shored that we will never hear Sarah Palin doing a commercial like that. #AdBowl","0","FALSE"
"971","Liked the Snickers commercial. Reminded me of when Super Bowl commercials were fun. #SuperBowlads","0","FALSE"
"972","Is this commercial advertising a cruise or are these people secretly Mermaids?","0","FALSE"
"973","Carnival wasted a couple million on that lackluster commercial, they could've kept that.","2","FALSE"
"974","RT @ArmenWilliams: Incredible commercial with @amyvandyken. Incredible lady, too. Honored to talk to her this wk. http://t.co/Al8HC5x70N ht…","3","FALSE"
"975","RT @AppPowerGroup: Newcastle Super Bowl commercial 2015: A product-placement frenzy http://t.co/kep2z24vpO
#Superbowl
#SuperBowlSunday
#SB49","1042","FALSE"
"976","@pimpinwear My son and Keith went nuts for the Carnival cruise commercial lol.","0","FALSE"
"977","RT @yusufyuie: That was a DEEP commercial. We are all the ocean y'all. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","1","FALSE"
"978","Well damn that was the most well made commercial for a cruise ship I have ever seen. @PhillyD","0","FALSE"
"979","Umm that @CarnivalPLC commercial just made me feel like a mermaid. You win. I'm gonna book a cruise.","0","FALSE"
"980","Tbh I'm just waiting for the commercial for the announcement of pacman and mayweather fight","0","FALSE"
"981","RT @Budweiser: Watch our 2015 Super Bowl Commercial! #BestBuds #SB49
https://t.co/hoFTERX7pc","75442","FALSE"
"982","Skittles commercial was weird","5","FALSE"
"983","That carnival commercial just got me that much more excited for my cruise","0","FALSE"
"984","RT @_SoulfulStyles: this will always be my all time favorite Super Bowl commercial http://t.co/pkpDPsc1e3","680","FALSE"
"985","How can a carnival cruise commercial be so inspiring <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"986","So do all those people in that skittle commercial jerk off a lot?","0","FALSE"
"987","Weird Sea World commercial with JFK there.","0","FALSE"
"988","Turbo Tax Boston Tea Party commercial sucked. Maybe it's my history background or maybe my love of America but I hated it","1","FALSE"
"989","This skittles commercial <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","0","FALSE"
"990","I liked that cruise commercial lol","0","FALSE"
"991","Carnival cruise commercial = epic fail","0","FALSE"
"992","weird fucking commercial about cruises. should just show people drinking fruity drinks, having fun and getting bombed. easier sell.","0","FALSE"
"993","Great commercial","0","FALSE"
"994","Wow #carnival. Favorite commercial so far. <ed><U+00A0><U+00BC><ed><U+00BC><U+008A>","1","FALSE"
"995","Lol wtf this skittle commercial","0","FALSE"
"996","RT @_slicedbread_: That carnival cruise commercial tho <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>ComeToTheSea","1","FALSE"
"997","Weird ass. Commercial","0","FALSE"
"998","A lot of Conservatives just got really offended and upset at that @CarnivalPLC commercial.","1","FALSE"
"999","RT @Faux_Gruden: A Brady Bunch commercial following a Tom Brady interception. Wow. If there's a Willson commercial after this drive then my…","1135","FALSE"
"1000","Was that just #PaulHarvey on a Superbowl commercial for @CarnivalCruise? I'm sorry, but doesn't hold a #sogodmadeafarmer and never will. #ag","0","FALSE"
"1001","Budweiser’s Lost Dog Super Bowl Commercial 2015 – WATCH NOW! http://t.co/gIlyLZ1VT5","0","FALSE"
